property_type,society,sector,price,price_per_sqrft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,price_per_sqft,coordinates,latitude,longitude
flat,zara aavaas,sector 104,0.2,6644.0,1,2,2,3.0,New Property,334.0,0,0,0,0,0,1,67,6645.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,tulip leaf,sector 69,2.06,11386.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,1,49,11388.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,umang monsoon breeze,sector 78,0.8,4836.0,3,2,2,7.0,Moderately Old,1472.0,0,0,0,1,0,1,102,4837.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,m3m woodshire,sector 107,0.8,5856.0,2,2,3,6.0,Relatively New,1204.0,0,0,0,1,0,2,174,5857.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,raj villas,sector 52,8.0,25543.0,6,5,3,4.0,New Property,3132.0,0,0,0,0,0,1,0,25543.0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,ats kocoon,sector 109,2.95,10350.0,4,4,3,7.0,Relatively New,3150.0,0,1,1,0,0,2,158,10351.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sare homes,sector 92,0.95,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,0,0,1,7,4750.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,pareena coban residences,sector 99,1.32,6609.0,3,5,3,11.0,New Property,1737.0,0,1,0,0,0,1,88,6610.0,"28.4640° N, 76.9614° E",28.464,76.9614
house,independent,sector 3,1.5,10288.0,3,3,0,3.0,Old Property,210.0,0,0,0,0,0,1,0,10288.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,ireo victory valley,sector 67,3.49,13000.0,3,3,3,19.0,Relatively New,2724.0,0,1,0,0,0,1,103,12998.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,signature global city,sector 37,1.1,9838.0,2,2,2,4.0,Relatively New,1242.0,0,0,0,0,0,1,59,9839.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,tulip violet,sector 69,2.0,9950.0,4,4,2,0.0,Relatively New,1819.0,0,0,0,0,0,1,95,9950.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,puri diplomatic greens★,sector 111,9.0,11250.0,5,5,3,3.0,Relatively New,8000.0,0,1,0,0,0,1,112,11250.0,"28.5238° N, 77.0320° E",28.5238,77.032
house,emaar mgf marbella,sector 66,19.0,31666.0,5,6,3,3.0,Relatively New,6667.0,0,1,1,1,0,2,110,31667.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,s aradhya homes,sector 67,1.83,6778.0,4,4,2,4.0,New Property,1563.0,0,0,0,1,0,2,145,6778.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sahara grace,sector 28,4.3,12420.0,3,4,3,5.0,Old Property,3133.0,0,1,1,0,0,1,24,12421.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,m3m sierra 68,sector 68,1.05,8536.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,2,127,8537.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3,10.0,New Property,2339.0,0,1,0,0,1,1,74,8897.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,spaze privy★,sector 72,3.09,6981.0,5,5,3,14.0,Relatively New,3653.0,0,1,0,0,0,2,33,6981.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,hcbs sports ville,sector 48,0.29,3970.0,2,2,1,4.0,Relatively New,743.0,0,0,0,0,0,1,0,3973.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,smart world orchard,sector 61,2.54,15500.0,3,3,3,2.0,New Property,1639.0,0,0,1,0,0,1,16,15497.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,paras dews,sector 106,0.95,6859.0,2,2,3,2.0,Relatively New,940.0,0,0,0,0,0,1,49,6859.0,"28.5007° N, 77.0003° E",28.5007,77.0003
house,independent,sector 105,1.35,3857.0,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,1,0,3857.0,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,railway officers rpf society,sector 9,1.25,6921.0,4,3,3,1.0,Old Property,2007.0,0,1,0,0,0,2,12,6921.0,"28.4603° N, 77.0000° E",28.4603,77.0
house,unitech espace,sector 50,11.29,34846.0,5,5,3,2.0,Moderately Old,3240.0,1,0,0,1,0,1,21,34846.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,bptp freedom park life,sector 57,2.5,11111.0,3,3,3,9.0,Moderately Old,2036.0,0,0,0,0,0,1,55,11111.0,"28.4232° N, 77.0752° E",28.4232,77.0752
house,independent,sector 43,6.5,35400.0,5,4,3,3.0,Moderately Old,1836.0,0,1,0,1,0,2,54,35403.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,m3m skywalk,sector 74,2.25,12500.0,3,3,3,5.0,Relatively New,1900.0,1,0,0,0,0,1,174,12500.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,ss the leaf,sector 85,2.1,7467.0,4,4,3,7.0,Relatively New,2600.0,1,1,0,1,0,1,49,7468.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar mgf the palm drive,sector 66,3.98,18090.0,3,4,3,2.0,Moderately Old,2200.0,0,1,0,0,0,2,123,18091.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,m3m woodshire,sector 107,0.82,6002.0,2,2,3,7.0,Relatively New,1236.0,0,0,0,0,0,1,111,6003.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf regal gardens,sector 90,1.75,7900.0,4,4,3,3.0,Relatively New,2005.0,0,0,0,0,1,1,6,7901.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,bptp terra,sector 37,1.72,7850.0,3,3,3,10.0,Relatively New,1983.0,0,1,0,0,0,1,31,7850.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,bestech park view grand spa,sector 81,2.22,8345.0,3,4,3,15.0,Relatively New,2407.0,0,1,0,0,0,2,174,8346.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,housing board colony,sector 28,3.5,25926.0,2,6,3,3.0,Relatively New,1350.0,0,0,0,0,0,1,0,25926.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,bestech park view grand spa,sector 81,4.7,6786.0,4,4,3,19.0,Relatively New,6268.0,0,1,0,0,0,2,140,6786.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,signature global park,sector 48,0.85,7863.0,3,2,2,4.0,New Property,1080.0,0,0,0,0,0,1,23,7863.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,2,6.0,Relatively New,1215.0,1,0,0,1,0,1,151,8025.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,dlf new town heights,sector 90,1.2,6217.0,3,3,3,8.0,Moderately Old,2144.0,0,1,0,1,0,1,59,6218.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 25,6.5,36111.0,4,3,3,3.0,Moderately Old,1800.0,1,0,0,1,0,1,19,36111.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,the crew bos chs manesar,sector 1,0.85,3695.0,3,3,2,2.0,Moderately Old,2556.0,0,0,0,0,0,1,44,3696.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,ambience creacions,sector 22,1.99,14420.0,2,2,2,9.0,New Property,1285.0,1,1,0,1,0,1,20,14420.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,la vida by tata housing,sector 113,2.7,16363.0,3,4,3,4.0,Relatively New,2217.0,0,1,0,0,0,2,49,16364.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,pareena coban residences,sector 99,1.08,6625.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,1,49,6626.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,ashiana anmol,sector 33,1.1,8627.0,2,2,2,4.0,New Property,1275.0,0,0,0,0,0,1,0,8627.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,11.0,New Property,1529.0,0,0,0,0,0,1,45,7396.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,m3m heights,sector 65,2.44,13300.0,3,3,2,7.0,Relatively New,1654.0,0,0,0,0,0,1,31,13297.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,umang monsoon breeze,sector 78,1.05,5666.0,3,3,3,6.0,Moderately Old,1853.0,0,0,0,0,0,1,0,5666.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,sobha city,sector 108,3.95,16859.0,4,5,3,25.0,Relatively New,2343.0,0,0,0,0,0,1,59,16859.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,dlf new town heights,sector 90,1.9,6967.0,4,4,3,19.0,Relatively New,2512.0,0,1,1,0,0,2,174,6967.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3,2.0,Relatively New,1946.0,0,1,0,0,1,1,65,8140.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sapphire eighty three,sector 83,0.4,8547.0,1,1,1,6.0,Relatively New,520.0,0,0,0,0,0,0,52,8547.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,the close north,sector 50,2.5,11944.0,3,3,3,11.0,Relatively New,1894.0,0,0,0,1,0,2,127,11945.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,awho shanti vihar,sector 95,0.82,9879.0,2,2,3,13.0,New Property,1095.0,1,0,0,0,0,1,114,9880.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,bestech park view sanskruti,sector 92,1.42,7760.0,3,3,2,10.0,Relatively New,1738.0,0,0,0,0,0,1,117,7760.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,5,3,6.0,Relatively New,1527.0,0,1,0,1,0,1,167,8462.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sunischit apartments,sector 54,1.75,7954.0,3,4,3,5.0,Moderately Old,1900.0,0,1,0,0,0,2,83,7955.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,orchid petals,sector 49,4.21,11835.0,5,6,3,14.0,Relatively New,3219.0,0,1,0,1,0,1,35,11836.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,2.0,Relatively New,1819.0,0,0,0,1,0,1,112,8358.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,indiabulls centrum park,sector 103,2.45,8521.0,4,6,3,5.0,Relatively New,2602.0,0,1,0,0,0,1,38,8522.0,"28.4949° N, 76.9845° E",28.4949,76.9845
house,prem kunj,sector 48,50.0,7407.0,5,4,3,3.0,Relatively New,67504.0,0,0,0,1,0,1,22,7407.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf belvedere towers,sector 25,3.4,13765.0,4,4,3,1.0,Old Property,2744.0,0,1,0,0,0,1,26,13765.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,bptp terra,sector 37,1.4,7730.0,3,3,3,5.0,Relatively New,1711.0,0,0,0,0,0,2,149,7731.0,"28.4375° N, 76.9999° E",28.4375,76.9999
house,dlf city phase,sector 26,5.5,30556.0,4,4,3,2.0,Moderately Old,1800.0,0,0,1,1,0,1,49,30556.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,dlf the crest,sector 54,11.0,35222.0,4,6,3,7.0,Relatively New,2826.0,0,1,0,0,0,0,125,35223.0,"28.4348° N, 77.1089° E",28.4348,77.1089
house,independent,sector 8,82.0,10224.0,4,4,0,2.0,Moderately Old,80203.0,0,0,0,0,0,1,0,10224.0,"28.3738° N, 76.8970° E",28.3738,76.897
house,experion windchants★,sector 112,7.46,10260.0,4,4,3,2.0,Relatively New,6350.0,0,1,0,1,0,2,62,10260.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ireo the corridors,sector 67,2.0,11428.0,3,3,3,12.0,New Property,1584.0,1,0,0,0,0,1,38,11429.0,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 40,2.15,23889.0,3,3,3,3.0,Moderately Old,1563.0,1,0,1,1,0,1,45,23889.0,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,sanskriti apartment,sector 10,1.1,6666.0,3,3,3,2.0,Moderately Old,1833.0,0,0,0,0,0,1,22,6667.0,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,paras dews,sector 106,1.28,7272.0,3,4,3,24.0,Relatively New,1186.0,0,1,0,0,0,1,49,7273.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,aipl zen residences,sector 70,1.25,9904.0,2,2,3,19.0,Relatively New,1402.0,0,0,0,0,0,1,0,9905.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,emaar mgf the palm drive,sector 66,3.5,16470.0,3,4,3,6.0,Relatively New,2150.0,0,1,0,0,0,1,68,16471.0,"28.3925° N, 77.0541° E",28.3925,77.0541
house,bptp visionnaire,sector 70,5.35,8916.0,4,4,3,3.0,Relatively New,6000.0,1,1,1,1,0,2,160,8917.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,m3m skywalk,sector 74,2.7,13379.0,3,3,3,13.0,New Property,2018.0,0,0,1,0,0,1,92,13380.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3,4.0,Moderately Old,2857.0,0,0,1,0,0,2,120,6000.0,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,vatika the seven lamps,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,1176.0,0,0,0,0,0,2,117,6193.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,tulip violet,sector 69,1.68,8348.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,1,102,8350.0,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 26,4.5,33333.0,5,5,3,2.0,Old Property,1350.0,0,0,0,0,0,1,7,33333.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,professors enclave cghs,sector 56,1.54,8324.0,3,3,2,6.0,Old Property,1920.0,0,1,0,1,0,2,104,8324.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,dlf trinity towers,sector 43,3.8,15510.0,3,3,3,1.0,Moderately Old,2450.0,0,1,0,1,0,2,68,15510.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,the serenas,sector 36,0.42,7910.0,2,2,1,3.0,New Property,590.0,0,0,0,0,0,1,0,7910.0,"28.4160° N, 76.9914° E",28.416,76.9914
house,international city by sobha phase,sector 109,6.44,26502.0,4,5,3,3.0,New Property,2430.0,1,1,1,1,0,1,138,26502.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ireo victory valley,sector 110,2.95,12235.0,3,3,3,10.0,Relatively New,2150.0,0,1,0,0,0,2,174,12236.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,bptp pedestal,sector 70,1.9,9500.0,4,3,3,2.0,New Property,2111.0,0,0,1,0,0,1,133,9500.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,imperia the esfera,sector 37,0.85,5386.0,2,3,3,9.0,Relatively New,1442.0,1,0,0,0,0,1,49,5387.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,emaar palm gardens,sector 83,1.73,9105.0,3,3,3,5.0,Relatively New,1600.0,0,1,0,0,0,2,174,9105.0,"28.3986° N, 76.9647° E",28.3986,76.9647
house,independent,sector 2,1.0,8230.0,3,7,3,3.0,Moderately Old,1563.0,0,0,0,1,0,1,0,8230.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,smartworld one dxp,sector 113,2.0,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,1,70,11074.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,vatika emilia floors,sector 83,0.65,6190.0,2,2,2,1.0,Relatively New,950.0,0,0,0,0,0,2,174,6190.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech park view ananda,sector 81,1.35,7541.0,3,3,3,8.0,Old Property,1989.0,0,0,0,0,0,1,114,7542.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,signature global city 92,sector 92,0.78,8047.0,2,2,2,2.0,New Property,1083.0,0,0,0,0,0,2,47,8050.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo uptown,sector 66,1.85,12567.0,2,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,2,79,12568.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,suncity vatsal valley,sector 2,1.38,12212.0,2,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,2,133,12212.0,"28.5095° N, 77.0320° E",28.5095,77.032
house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,0,1,0,11407.0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,sare crescent parc,sector 92,0.49,4909.0,2,2,2,2.0,Relatively New,1109.0,0,0,0,0,0,1,96,4910.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,paras dews,sector 106,1.13,6406.0,3,4,3,18.0,Relatively New,1186.0,1,1,0,0,0,1,49,6406.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,the lions cghs,sector 56,1.99,11055.0,4,4,3,4.0,Old Property,2000.0,0,0,0,1,1,2,105,11056.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,aipl the peaceful homes,sector 70,2.4,11162.0,3,3,3,11.0,Relatively New,1946.0,0,1,0,0,0,1,108,11163.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ansal housing highland park,sector 103,2.0,7490.0,4,5,3,14.0,New Property,2416.0,0,1,0,0,0,1,45,7491.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,signature global solera,sector 107,0.5,7751.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,1,49,7752.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,puri emerald bay,sector 104,1.8,8823.0,2,3,3,23.0,New Property,1538.0,0,1,0,0,0,1,36,8824.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sukhshanti apartment,sector 56,1.65,7006.0,3,3,3,5.0,Moderately Old,2131.0,1,0,0,0,0,2,134,7006.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,park royal apartment,sector 56,1.71,7600.0,3,3,3,5.0,Moderately Old,2251.0,0,1,0,0,0,2,118,7600.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,godrej summit,sector 104,1.16,6387.0,3,4,3,8.0,Relatively New,2018.0,0,1,0,0,0,2,96,6388.0,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 39,1.8,21875.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,1,0,21871.0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,umang monsoon breeze,sector 78,1.1,5055.0,3,3,3,9.0,Old Property,2176.0,0,1,0,0,0,1,80,5055.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,tulip violet,sector 69,1.42,8998.0,3,3,2,8.0,Relatively New,1428.0,0,0,0,1,0,2,94,8999.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,tarc maceo,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,1148.0,0,0,1,0,0,1,78,6641.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,pivotal riddhi siddhi,sector 99,0.5,8517.0,2,1,2,7.0,New Property,652.0,0,0,0,0,0,1,24,8518.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,smart world orchard,sector 61,2.2,14202.0,3,3,2,4.0,New Property,1721.0,0,0,0,0,0,1,152,14203.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ansal heights 86,sector 86,0.78,5735.0,2,2,2,8.0,New Property,1360.0,0,0,0,0,0,1,72,5735.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,2.0,Moderately Old,2592.0,0,1,0,0,1,2,106,21219.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,1,47,8974.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf new town heights,sector 86,1.3,6735.0,3,3,3,15.0,Relatively New,1715.0,0,1,0,1,0,2,49,6736.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,godrej aria,sector 79,0.96,13296.0,2,2,3,8.0,Relatively New,1012.0,0,0,0,0,0,1,49,13296.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,samadhan shri kamal cghs,sector 1,2.01,11426.0,4,4,3,10.0,Moderately Old,1956.0,0,0,0,0,0,0,0,11427.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,tulip violet,sector 69,1.55,9639.0,3,3,2,2.0,Relatively New,1455.0,0,0,0,1,0,2,86,9639.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,professional society,sector 1,0.75,3067.0,3,4,3,3.0,Relatively New,2717.0,0,1,0,0,0,1,21,3067.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,dlf the arbour,sector 63,7.9,20000.0,4,4,3,34.0,Relatively New,3950.0,0,0,0,0,0,1,61,20000.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,alpha corp gurgaonone,sector 84,1.15,7496.0,2,2,3,14.0,Relatively New,1394.0,1,0,0,0,0,1,28,7497.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,m3m heights,sector 65,1.9,15000.0,2,2,3,4.0,Under Construction,1141.0,0,0,0,0,0,1,54,14996.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,breez global hill view,sector 48,0.32,5470.0,2,2,1,17.0,New Property,1000.0,0,0,0,0,0,1,49,5470.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,pioneer araya,sector 62,10.75,19500.0,5,7,3,10.0,Relatively New,4990.0,0,1,0,0,0,2,153,19499.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,hcbs sports ville,sector 48,0.2,2666.0,2,2,1,4.0,New Property,743.0,0,0,0,0,0,1,15,2667.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3,7.0,Relatively New,1750.0,0,1,0,1,0,2,174,7738.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,imperia the esfera,sector 37,1.1,5405.0,3,4,3,9.0,Relatively New,1899.0,1,1,0,0,0,1,49,5405.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1100.0,0,0,0,0,0,1,54,10909.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,ramprastha primera,sector 37,1.08,6000.0,3,3,3,9.0,Relatively New,1700.0,0,0,0,0,0,1,158,6000.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,adani m2k oyster grande,sector 102,2.61,10046.0,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,1,21,10046.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 39,7.0,10000.0,10,11,3,4.0,Relatively New,7000.0,0,0,0,1,0,0,38,10000.0,"28.4434° N, 77.0515° E",28.4434,77.0515
house,independent,sector 28,75.0,20833.0,7,4,3,4.0,Moderately Old,36001.0,0,0,0,0,0,1,7,20833.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,signature global park,sector 48,0.54,6388.0,2,2,3,4.0,New Property,676.0,0,0,0,0,0,1,44,6391.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,independent,sector 25,10.0,37037.0,5,5,3,3.0,Moderately Old,9500.0,0,1,0,1,0,0,29,37037.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1362.0,0,0,0,0,0,1,118,8970.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,umang winter hills,sector 77,0.92,5049.0,3,3,3,17.0,Relatively New,1602.0,0,0,0,0,1,2,49,5049.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,New Property,2937.0,0,0,0,0,0,1,0,11917.0,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,the new crpf apartments,sector 9,0.75,5813.0,3,3,3,6.0,Old Property,1433.0,0,0,0,1,0,1,31,5814.0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,godrej aria,sector 79,1.1,7772.0,2,2,3,4.0,New Property,1223.0,0,0,0,0,0,2,49,7774.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ireo victory valley,sector 67,2.87,11903.0,3,3,3,16.0,Relatively New,2095.0,0,1,0,0,0,2,174,11904.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,shree vardhman flora,sector 90,0.65,4814.0,2,2,3,3.0,Relatively New,1222.0,1,0,0,0,0,1,106,4815.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sidhartha ncr greens,sector 95,0.96,6201.0,3,3,3,8.0,New Property,1720.0,0,0,1,1,0,1,8,6202.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 8,82.0,9111.0,4,3,3,2.0,Moderately Old,90001.0,0,0,0,0,0,1,12,9111.0,"28.3738° N, 76.8970° E",28.3738,76.897
flat,tarc maceo,sector 91,0.9,6870.0,2,2,2,13.0,Relatively New,1186.0,0,0,0,0,0,0,67,6870.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,aipl zen residences,sector 70,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,1,0,11094.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,2628.0,0,0,0,0,0,2,61,12938.0,"28.4603° N, 77.0000° E",28.4603,77.0
house,independent,sector 24,5.25,38889.0,4,4,3,2.0,Relatively New,1350.0,0,1,0,1,0,2,72,38889.0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,rof ananda,sector 95,0.31,5644.0,2,2,1,5.0,Relatively New,610.0,0,0,0,1,0,2,74,5647.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 57,8.31,24171.0,5,6,3,4.0,Old Property,3438.0,1,1,1,1,0,1,34,24171.0,"28.4232° N, 77.0752° E",28.4232,77.0752
house,ss aaron ville,sector 49,6.5,18808.0,5,5,2,2.0,Relatively New,3456.0,1,1,0,1,0,2,28,18808.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,city shri ram apartments 1,sector 110,0.22,3666.0,2,1,1,1.0,Relatively New,543.0,0,0,0,0,0,1,0,3667.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,sobha city,sector 108,3.95,16858.0,3,5,2,15.0,New Property,2343.0,0,1,0,0,0,1,118,16859.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,denso haryana housing society,sector 1,0.9,4308.0,3,3,3,5.0,Moderately Old,2321.0,0,1,0,0,0,1,7,4308.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,dnha group housing society,sector 1,0.75,4518.0,3,2,2,5.0,Moderately Old,1502.0,0,0,0,0,0,1,0,4518.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,godrej nature plus serenity,sector 33,1.45,8677.0,3,2,3,3.0,New Property,1512.0,0,0,0,0,0,1,49,8677.0,"28.4420° N, 77.0207° E",28.442,77.0207
